Description,Price,Location,Beds,Baths,Area,Developer,Tags,Property type,Cashback,Location depth,Emirate,Specific location,District,Verified,SuperAgent,First Sale,New,Net price,Cashback percent,Price per sqft,Price_M
Townhouse - 3 Bedrooms - 4 Bathrooms for sale in Phase 4 - Masaar 3 - Al Rowdat Suburb - Sharjah,2800000.0,"Phase 4, Masaar 3, Al Rowdat Suburb, Sharjah",3.0,4.0,2342.0,City Edge ,First Sale,Townhouse,0.0,4,Sharjah,Phase 4,"Masaar 3,  Al Rowdat Suburb",0,0,1,0,2800000.0,0.0,1195.5593509820667,2.8
Apartment - 2 Bedrooms - 2 Bathrooms for sale in City Walk Crestlane 3 - City Walk Crestlane - City Walk - Dubai,3550000.0,"City Walk Crestlane 3, City Walk Crestlane, City Walk, Dubai",2.0,2.0,1184.0,Artha Realty ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,City Walk Crestlane 3,"City Walk Crestlane,  City Walk",1,1,0,0,3550000.0,0.0,2998.310810810811,3.55
Apartment - Studio - 1 Bathroom for sale in Red Square Tower - Jumeirah Village Triangle - Dubai,699000.0,"Red Square Tower, Jumeirah Village Triangle, Dubai",0.0,1.0,322.0,Mayfair Homes Real Estate ,"Verified, SuperAgent",Apartment,0.0,3,Dubai,Red Square Tower,Jumeirah Village Triangle,1,1,0,0,699000.0,0.0,2170.807453416149,0.7
Apartment - 2 Bedrooms - 2 Bathrooms for sale in Woroud 2 - Al Zahia - Muwaileh Commercial - Sharjah,1450000.0,"Woroud 2, Al Zahia, Muwaileh Commercial, Sharjah",2.0,2.0,1209.0,ISRO Real Estate Consultancy FZC LLC ,SuperAgent,Apartment,0.0,4,Sharjah,Woroud 2,"Al Zahia,  Muwaileh Commercial",0,1,0,0,1450000.0,0.0,1199.3382961124896,1.45
Townhouse - 2 Bedrooms - 3 Bathrooms for sale in Bloom Living - Zayed City (Khalifa City C) - Khalifa City - Abu Dhabi,2299990.0,"Bloom Living, Zayed City (Khalifa City C), Khalifa City, Abu Dhabi",2.0,3.0,1736.0,Oia Properties ,SuperAgent,Townhouse,0.0,4,Abu Dhabi,Bloom Living,"Zayed City (Khalifa City C),  Khalifa City",0,1,0,0,2299990.0,0.0,1324.8790322580646,2.3
Villa - 6 Bedrooms - 7 Bathrooms for sale in Grand Views - Meydan Gated Community - Meydan - Dubai,11999000.0,"Grand Views, Meydan Gated Community, Meydan, Dubai",6.0,7.0,5511.0,Unique Air Real Estate ,"Verified, SuperAgent",Villa,26000.0,4,Dubai,Grand Views,"Meydan Gated Community,  Meydan",1,1,0,0,11973000.0,0.0021668472372697724,2177.281800036291,12.0
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Orchid Residence - Dubai Science Park - Dubai,1839000.0,"Orchid Residence, Dubai Science Park, Dubai",2.0,3.0,1460.0,Banke International Properties ,"Verified, SuperAgent",Apartment,0.0,3,Dubai,Orchid Residence,Dubai Science Park,1,1,0,0,1839000.0,0.0,1259.5890410958905,1.84
Villa - 4 Bedrooms - 5 Bathrooms for sale in Yas Park Views - Yas Island - Abu Dhabi,5130000.0,"Yas Park Views, Yas Island, Abu Dhabi",4.0,5.0,3857.0,Mirage Capital Properties LLC ,SuperAgent,Villa,0.0,3,Abu Dhabi,Yas Park Views,Yas Island,0,1,0,0,5130000.0,0.0,1330.0492610837439,5.13
Apartment - 1 Bedroom - 2 Bathrooms for sale in Aark Residences - Dubai Land Residence Complex - Dubai Land - Dubai,1080000.0,"Aark Residences, Dubai Land Residence Complex, Dubai Land, Dubai",1.0,2.0,758.0,PREEMINENT PROPERTIES L.L.C ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Aark Residences,"Dubai Land Residence Complex,  Dubai Land",1,1,0,0,1080000.0,0.0,1424.8021108179419,1.08
Villa - 3 Bedrooms - 2 Bathrooms for sale in Al Reem 1 - Al Reem - Arabian Ranches - Dubai,5750000.0,"Al Reem 1, Al Reem, Arabian Ranches, Dubai",3.0,2.0,2292.0,haus & haus ,"Verified, SuperAgent",Villa,13000.0,4,Dubai,Al Reem 1,"Al Reem,  Arabian Ranches",1,1,0,0,5737000.0,0.002260869565217391,2508.7260034904016,5.75
Villa - 5 Bedrooms - 6 Bathrooms for sale in Alaya - Tilal Al Ghaf - Dubai,17500000.0,"Alaya, Tilal Al Ghaf, Dubai",5.0,6.0,7766.0,FAM Real Estate Broker - Dubai South ,SuperAgent,Villa,0.0,3,Dubai,Alaya,Tilal Al Ghaf,0,1,0,0,17500000.0,0.0,2253.4123100695338,17.5
Apartment - 1 Bedroom - 1 Bathroom for sale in Rahaal 2 - Madinat Jumeirah Living - Umm Suqeim - Dubai,2300000.0,"Rahaal 2, Madinat Jumeirah Living, Umm Suqeim, Dubai",1.0,1.0,1067.0,BMAR REAL ESTATE BROKERAGE L.L.C ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Rahaal 2,"Madinat Jumeirah Living,  Umm Suqeim",1,1,0,0,2300000.0,0.0,2155.576382380506,2.3
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Shakespeare - Living Legends - Dubai,1445000.0,"Shakespeare, Living Legends, Dubai",2.0,3.0,1563.0,The Property ,"Verified, SuperAgent",Apartment,0.0,3,Dubai,Shakespeare,Living Legends,1,1,0,0,1445000.0,0.0,924.5041586692258,1.44
Townhouse - 3 Bedrooms - 3 Bathrooms for sale in Springs 3 - The Springs - Dubai,5500000.0,"Springs 3, The Springs, Dubai",3.0,3.0,3129.0,White & Co Real Estate ,"Verified, SuperAgent",Townhouse,12000.0,3,Dubai,Springs 3,The Springs,1,1,0,0,5488000.0,0.002181818181818182,1757.750079897731,5.5
Apartment - 1 Bedroom - 1 Bathroom for sale in Valo - Dubai Creek Harbour (The Lagoons) - Dubai,1900000.0,"Valo, Dubai Creek Harbour (The Lagoons), Dubai",1.0,1.0,771.0,Arab land Real Estate ,"Verified, SuperAgent",Apartment,0.0,3,Dubai,Valo,Dubai Creek Harbour (The Lagoons),1,1,0,0,1900000.0,0.0,2464.332036316472,1.9
Villa - 3 Bedrooms - 4 Bathrooms for sale in Al Yasmeen - Al Zahia - Muwaileh Commercial - Sharjah,2250000.0,"Al Yasmeen, Al Zahia, Muwaileh Commercial, Sharjah",3.0,4.0,2350.0,FUTURE VISION REAL ESTATE ,,Villa,0.0,4,Sharjah,Al Yasmeen,"Al Zahia,  Muwaileh Commercial",0,0,0,0,2250000.0,0.0,957.4468085106383,2.25
Apartment - Studio - 1 Bathroom for sale in Miraclz Tower by Danube - Arjan - Dubai,585000.0,"Miraclz Tower by Danube, Arjan, Dubai",0.0,1.0,389.0,One Earth Real Estate Broker ,"Verified, SuperAgent",Apartment,0.0,3,Dubai,Miraclz Tower by Danube,Arjan,1,1,0,0,585000.0,0.0,1503.8560411311055,0.58
Apartment - 1 Bedroom - 1 Bathroom for sale in Alexis Tower - Downtown Jebel Ali - Dubai,925000.0,"Alexis Tower, Downtown Jebel Ali, Dubai",1.0,1.0,606.0,Oia Properties ,"Verified, SuperAgent",Apartment,0.0,3,Dubai,Alexis Tower,Downtown Jebel Ali,1,1,0,0,925000.0,0.0,1526.4026402640263,0.92
Apartment - 1 Bedroom - 2 Bathrooms for sale in Al Amira Village - Al Yasmeen - Ajman,648000.0,"Al Amira Village, Al Yasmeen, Ajman",1.0,2.0,1165.0,Al Afdal Real Estate ,"SuperAgent, First Sale",Apartment,0.0,3,Ajman,Al Amira Village,Al Yasmeen,0,1,1,0,648000.0,0.0,556.2231759656653,0.65
Apartment - 1 Bedroom - 2 Bathrooms for sale in NAS 3 - NAS - Arjan - Dubai,1179999.0,"NAS 3, NAS, Arjan, Dubai",1.0,2.0,871.0,ELITE VENTURE PROPERTIES L.L.C ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,NAS 3,"NAS,  Arjan",1,1,0,0,1179999.0,0.0,1354.763490241102,1.18
Townhouse - 3 Bedrooms - 5 Bathrooms for sale in Granada Villas - Granada - Mina Al Arab - Ras Al Khaimah,3330000.0,"Granada Villas, Granada, Mina Al Arab, Ras Al Khaimah",3.0,5.0,3250.0,Jumaira Real Estate LLC - RAK ,SuperAgent,Townhouse,0.0,4,Ras Al Khaimah,Granada Villas,"Granada,  Mina Al Arab",0,1,0,0,3330000.0,0.0,1024.6153846153845,3.33
Townhouse - 2 Bedrooms - 4 Bathrooms for sale in Masaar Azalea - Masaar - Tilal City - Sharjah,1740000.0,"Masaar Azalea, Masaar, Tilal City, Sharjah",2.0,4.0,1965.0,AL SAKENAH REAL ESTATE L.L.C.SP ,SuperAgent,Townhouse,0.0,4,Sharjah,Masaar Azalea,"Masaar,  Tilal City",0,1,0,0,1740000.0,0.0,885.4961832061068,1.74
Apartment - 2 Bedrooms - 3 Bathrooms for sale in National Bonds Jewels - Liwan - Dubai Land - Dubai,1790000.0,"National Bonds Jewels, Liwan, Dubai Land, Dubai",2.0,3.0,1409.0,White & Co Real Estate ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,National Bonds Jewels,"Liwan,  Dubai Land",1,1,0,0,1790000.0,0.0,1270.4045422285308,1.79
Apartment - 1 Bedroom - 2 Bathrooms for sale in Amwaj Tower - Al Rumaila - Ajman,1008619.0,"Amwaj Tower, Al Rumaila, Ajman",1.0,2.0,1179.0,Emirates Properties Group ,"SuperAgent, First Sale",Apartment,0.0,3,Ajman,Amwaj Tower,Al Rumaila,0,1,1,0,1008619.0,0.0,855.4868532654792,1.01
Apartment - 3 Bedrooms - 4 Bathrooms for sale in Terraced Apartments 4 - Terraced Apartments - Green Community Motor City - Motor City - Dubai,5300000.0,"Terraced Apartments 4, Terraced Apartments, Green Community Motor City, Motor City, Dubai",3.0,4.0,4363.0,Allsopp & Allsopp - JGE ,"Verified, SuperAgent",Apartment,0.0,5,Dubai,Terraced Apartments 4,"Terraced Apartments,  Green Community Motor City,  Motor City",1,1,0,0,5300000.0,0.0,1214.7604859041944,5.3
Apartment - Studio - 1 Bathroom for sale in Royal Amwaj Residences North - Royal Amwaj Residences - Palm Jumeirah - Dubai,1540000.0,"Royal Amwaj Residences North, Royal Amwaj Residences, Palm Jumeirah, Dubai",0.0,1.0,554.0,fam Properties - Branch 29 ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Royal Amwaj Residences North,"Royal Amwaj Residences,  Palm Jumeirah",1,1,0,0,1540000.0,0.0,2779.783393501805,1.54
Villa - 4 Bedrooms - 4 Bathrooms for sale in Elie Saab 2 - Elie Saab - Arabian Ranches 3 - Dubai,8500000.0,"Elie Saab 2, Elie Saab, Arabian Ranches 3, Dubai",4.0,4.0,4908.0,Allsopp & Allsopp - Arabian Ranches Sales ,"Verified, SuperAgent",Villa,0.0,4,Dubai,Elie Saab 2,"Elie Saab,  Arabian Ranches 3",1,1,0,0,8500000.0,0.0,1731.8663406682967,8.5
Apartment - 1 Bedroom - 2 Bathrooms for sale in Belgravia Square - Jumeirah Village Circle - Dubai,1350000.0,"Belgravia Square, Jumeirah Village Circle, Dubai",1.0,2.0,841.0,haus & haus ,"Verified, SuperAgent",Apartment,0.0,3,Dubai,Belgravia Square,Jumeirah Village Circle,1,1,0,0,1350000.0,0.0,1605.231866825208,1.35
Villa - 3 Bedrooms - 4 Bathrooms for sale in Mira Oasis 1 - Mira Oasis - Reem - Dubai,3600000.0,"Mira Oasis 1, Mira Oasis, Reem, Dubai",3.0,4.0,2236.0,Allsopp & Allsopp - Motor City Sales ,"Verified, SuperAgent",Villa,0.0,4,Dubai,Mira Oasis 1,"Mira Oasis,  Reem",1,1,0,0,3600000.0,0.0,1610.0178890876566,3.6
Villa - 5 Bedrooms - 6 Bathrooms for sale in Bashayer Villas - Al Hudayriat Island - Abu Dhabi,10500000.0,"Bashayer Villas, Al Hudayriat Island, Abu Dhabi",5.0,6.0,11883.0,Oia Properties ,SuperAgent,Villa,0.0,3,Abu Dhabi,Bashayer Villas,Al Hudayriat Island,0,1,0,0,10500000.0,0.0,883.6152486745772,10.5
Apartment - 1 Bedroom - 2 Bathrooms for sale in Ajmal Makan City - Sharjah Waterfront City - Sharjah,850000.0,"Ajmal Makan City, Sharjah Waterfront City, Sharjah",1.0,2.0,1668.0,Ameleon Properties FZ-LLC ,SuperAgent,Apartment,0.0,3,Sharjah,Ajmal Makan City,Sharjah Waterfront City,0,1,0,0,850000.0,0.0,509.59232613908875,0.85
Apartment - Studio - 1 Bathroom for sale in One Central - RAK Central - Ras Al Khaimah,879900.0,"One Central, RAK Central, Ras Al Khaimah",0.0,1.0,352.0,MAQ Properties FZ-LLC ,"SuperAgent, First Sale",Apartment,0.0,3,Ras Al Khaimah,One Central,RAK Central,0,1,1,0,879900.0,0.0,2499.715909090909,0.88
Apartment - 1 Bedroom - 1 Bathroom for sale in Myrtle - Central Park at City Walk - City Walk - Dubai,2330000.0,"Myrtle, Central Park at City Walk, City Walk, Dubai",1.0,1.0,679.0,DNL Properties LLC ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Myrtle,"Central Park at City Walk,  City Walk",1,1,0,0,2330000.0,0.0,3431.516936671576,2.33
Apartment - 1 Bedroom - 1 Bathroom for sale in La Voile Building 3 - La Voile - Port de La Mer - La Mer - Jumeirah - Dubai,2350000.0,"La Voile Building 3, La Voile, Port de La Mer, La Mer, Jumeirah, Dubai",1.0,1.0,773.0,Driven Properties ,"Verified, SuperAgent",Apartment,19000.0,6,Dubai,La Voile Building 3,"La Voile,  Port de La Mer,  La Mer,  Jumeirah",1,1,0,0,2331000.0,0.008085106382978723,3040.103492884864,2.35
Apartment - 1 Bedroom - 1 Bathroom for sale in Northline 1 - Northline - City Walk - Dubai,3050000.0,"Northline 1, Northline, City Walk, Dubai",1.0,1.0,934.0,DNL Properties LLC ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Northline 1,"Northline,  City Walk",1,1,0,0,3050000.0,0.0,3265.524625267666,3.05
Apartment - 2 Bedrooms - 2 Bathrooms for sale in Myrtle - Central Park at City Walk - City Walk - Dubai,4000000.0,"Myrtle, Central Park at City Walk, City Walk, Dubai",2.0,2.0,1102.0,DNL Properties LLC ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Myrtle,"Central Park at City Walk,  City Walk",1,1,0,0,4000000.0,0.0,3629.764065335753,4.0
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Sky Gardens - DIFC - Dubai,3050000.0,"Sky Gardens, DIFC, Dubai",2.0,3.0,1653.0,Allsopp & Allsopp - Business Bay ,"Verified, SuperAgent",Apartment,0.0,3,Dubai,Sky Gardens,DIFC,1,1,0,0,3050000.0,0.0,1845.1300665456745,3.05
Apartment - 1 Bedroom - 1 Bathroom for sale in Skyhills Residences 2 - Skyhills Residences - Dubai Science Park - Dubai,1200000.0,"Skyhills Residences 2, Skyhills Residences, Dubai Science Park, Dubai",1.0,1.0,611.0,Dream Catcher Homes Real Estate ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Skyhills Residences 2,"Skyhills Residences,  Dubai Science Park",1,1,0,0,1200000.0,0.0,1963.9934533551555,1.2
Villa - 5 Bedrooms - 6 Bathrooms for sale in Mangrove Village - Rabdan - Abu Dhabi,7200000.0,"Mangrove Village, Rabdan, Abu Dhabi",5.0,6.0,6020.0,Crompton Partners Estate Agents AUH ,SuperAgent,Villa,16000.0,3,Abu Dhabi,Mangrove Village,Rabdan,0,1,0,0,7184000.0,0.0022222222222222222,1196.0132890365448,7.2
Villa - 4 Bedrooms - 5 Bathrooms for sale in Nad Al Sheba Gardens 2 - Nad Al Sheba Gardens - Nad Al Sheba - Dubai,13200000.0,"Nad Al Sheba Gardens 2, Nad Al Sheba Gardens, Nad Al Sheba, Dubai",4.0,5.0,6167.0,Primo Capital ,"Verified, SuperAgent",Villa,0.0,4,Dubai,Nad Al Sheba Gardens 2,"Nad Al Sheba Gardens,  Nad Al Sheba",1,1,0,0,13200000.0,0.0,2140.424841900438,13.2
Apartment - 1 Bedroom - 2 Bathrooms for sale in Arista One - Jumeirah Garden City - Al Satwa - Dubai,2000000.0,"Arista One, Jumeirah Garden City, Al Satwa, Dubai",1.0,2.0,814.0,F A M REAL ESTATE BROKER L.L.C ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Arista One,"Jumeirah Garden City,  Al Satwa",1,1,0,0,2000000.0,0.0,2457.002457002457,2.0
Apartment - Studio - 1 Bathroom for sale in The Central Downtown D - The Central Downtown - Arjan - Dubai,645000.0,"The Central Downtown D, The Central Downtown, Arjan, Dubai",0.0,1.0,487.0,D R N Real Estate ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,The Central Downtown D,"The Central Downtown,  Arjan",1,1,0,0,645000.0,0.0,1324.435318275154,0.64
Apartment - 1 Bedroom - 2 Bathrooms for sale in Anantara - Mina Al Arab - Ras Al Khaimah,3600000.0,"Anantara, Mina Al Arab, Ras Al Khaimah",1.0,2.0,1064.0,NATIONWIDE REAL ESTATE LLC ,SuperAgent,Apartment,0.0,3,Ras Al Khaimah,Anantara,Mina Al Arab,0,1,0,0,3600000.0,0.0,3383.4586466165415,3.6
Villa - 5 Bedrooms - 6 Bathrooms for sale in Palm Hills - Dubai Hills Estate - Dubai,19400000.0,"Palm Hills, Dubai Hills Estate, Dubai",5.0,6.0,7104.0,ISTRUCT PROPERTIES L.L.C ,"Verified, SuperAgent",Villa,41000.0,3,Dubai,Palm Hills,Dubai Hills Estate,1,1,0,0,19359000.0,0.0021134020618556702,2730.8558558558557,19.4
Apartment - 4 Bedrooms - 5 Bathrooms for sale in Bab Al Qasr Residence 22 - Al Raha Beach - Abu Dhabi,3600000.0,"Bab Al Qasr Residence 22, Al Raha Beach, Abu Dhabi",4.0,5.0,1866.0,Open Home Properties L.L.C. ,SuperAgent,Apartment,0.0,3,Abu Dhabi,Bab Al Qasr Residence 22,Al Raha Beach,0,1,0,0,3600000.0,0.0,1929.2604501607716,3.6
Villa - 5 Bedrooms - 5 Bathrooms for sale in Malta - Damac Lagoons - Dubai,3400000.0,"Malta, Damac Lagoons, Dubai",5.0,5.0,2366.0,KAMANI LIVING REAL ESTATE L.L.C ,"Verified, SuperAgent",Villa,0.0,3,Dubai,Malta,Damac Lagoons,1,1,0,0,3400000.0,0.0,1437.0245139475908,3.4
Apartment - Studio - 1 Bathroom for sale in Velos Residence - Motor City - Dubai,847777.0,"Velos Residence, Motor City, Dubai",0.0,1.0,361.0,XESTATE PROPERTIES L.L.C ,"SuperAgent, First Sale",Apartment,0.0,3,Dubai,Velos Residence,Motor City,0,1,1,0,847777.0,0.0,2348.4127423822715,0.85
Land - Studio for sale in Al Zaheya Gardens - Al Zahya - Ajman,850000.0,"Al Zaheya Gardens, Al Zahya, Ajman",0.0,0.0,3014.0,Mazaya FZE LLC ,SuperAgent,Land,0.0,3,Ajman,Al Zaheya Gardens,Al Zahya,0,1,0,0,850000.0,0.0,282.01725282017253,0.85
Land - Studio for sale in Al Helio 1 - Al Helio - Ajman,445000.0,"Al Helio 1, Al Helio, Ajman",0.0,0.0,1722.0,Mazaya FZE LLC ,SuperAgent,Land,0.0,3,Ajman,Al Helio 1,Al Helio,0,1,0,0,445000.0,0.0,258.42044134727064,0.44
Townhouse - 4 Bedrooms - 4 Bathrooms for sale in Oliva - Victory Heights - Dubai Sports City - Dubai,5600000.0,"Oliva, Victory Heights, Dubai Sports City, Dubai",4.0,4.0,2686.0,haus & haus ,"Verified, SuperAgent",Townhouse,12000.0,4,Dubai,Oliva,"Victory Heights,  Dubai Sports City",1,1,0,0,5588000.0,0.002142857142857143,2084.884586746091,5.6
Villa - 4 Bedrooms - 6 Bathrooms for sale in Elie Saab 2 - Elie Saab - Arabian Ranches 3 - Dubai,8700000.0,"Elie Saab 2, Elie Saab, Arabian Ranches 3, Dubai",4.0,6.0,4822.0,haus & haus ,"Verified, SuperAgent",Villa,19000.0,4,Dubai,Elie Saab 2,"Elie Saab,  Arabian Ranches 3",1,1,0,0,8681000.0,0.0021839080459770113,1804.2306097055164,8.7
Apartment - 2 Bedrooms - 2 Bathrooms for sale in 17 Icon Bay - Dubai Creek Harbour (The Lagoons) - Dubai,2680000.0,"17 Icon Bay, Dubai Creek Harbour (The Lagoons), Dubai",2.0,2.0,1131.0,fam Properties - Branch 18 ,"Verified, SuperAgent",Apartment,0.0,3,Dubai,17 Icon Bay,Dubai Creek Harbour (The Lagoons),1,1,0,0,2680000.0,0.0,2369.584438549956,2.68
Apartment - 1 Bedroom - 2 Bathrooms for sale in Arista One - Jumeirah Garden City - Al Satwa - Dubai,1700000.0,"Arista One, Jumeirah Garden City, Al Satwa, Dubai",1.0,2.0,814.0,F A M REAL ESTATE BROKER L.L.C ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Arista One,"Jumeirah Garden City,  Al Satwa",1,1,0,0,1700000.0,0.0,2088.4520884520884,1.7
Apartment - 2 Bedrooms - 2 Bathrooms for sale in Block 3 - Lawnz by Danube - International City - Dubai,1300000.0,"Block 3, Lawnz by Danube, International City, Dubai",2.0,2.0,936.0,H&S Real Estate ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Block 3,"Lawnz by Danube,  International City",1,1,0,0,1300000.0,0.0,1388.888888888889,1.3
Apartment - 1 Bedroom - 2 Bathrooms for sale in Crest Grande - Sobha Hartland - Mohammed Bin Rashid City - Dubai,1700000.0,"Crest Grande, Sobha Hartland, Mohammed Bin Rashid City, Dubai",1.0,2.0,732.0,Provident Real Estate ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Crest Grande,"Sobha Hartland,  Mohammed Bin Rashid City",1,1,0,0,1700000.0,0.0,2322.4043715846997,1.7
Villa - 5 Bedrooms - 5 Bathrooms for sale in Estella - Victory Heights - Dubai Sports City - Dubai,16000000.0,"Estella, Victory Heights, Dubai Sports City, Dubai",5.0,5.0,6893.0,haus & haus ,"Verified, SuperAgent",Villa,34000.0,4,Dubai,Estella,"Victory Heights,  Dubai Sports City",1,1,0,0,15966000.0,0.002125,2321.1954156390543,16.0
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Tiger Downtown Ajman - Al Alia - Ajman,655000.0,"Tiger Downtown Ajman, Al Alia, Ajman",2.0,3.0,1666.0,Infinity Properties L.L.C ,"SuperAgent, First Sale",Apartment,0.0,3,Ajman,Tiger Downtown Ajman,Al Alia,0,1,1,0,655000.0,0.0,393.15726290516204,0.66
Apartment - 1 Bedroom - 2 Bathrooms for sale in Tiger Downtown Ajman - Al Alia - Ajman,479000.0,"Tiger Downtown Ajman, Al Alia, Ajman",1.0,2.0,1115.0,Infinity Properties L.L.C ,"SuperAgent, First Sale",Apartment,0.0,3,Ajman,Tiger Downtown Ajman,Al Alia,0,1,1,0,479000.0,0.0,429.5964125560538,0.48
Apartment - Studio - 1 Bathroom for sale in Tiger Downtown Ajman - Al Alia - Ajman,328000.0,"Tiger Downtown Ajman, Al Alia, Ajman",0.0,1.0,577.0,Infinity Properties L.L.C ,"SuperAgent, First Sale",Apartment,0.0,3,Ajman,Tiger Downtown Ajman,Al Alia,0,1,1,0,328000.0,0.0,568.4575389948006,0.33
Apartment - 2 Bedrooms - 3 Bathrooms for sale in Mayyas at The Bay - Yas Bay - Yas Island - Abu Dhabi,2700000.0,"Mayyas at The Bay, Yas Bay, Yas Island, Abu Dhabi",2.0,3.0,1677.0,ADVISORS PROPERTIES - L.L.C - S.P.C ,SuperAgent,Apartment,0.0,4,Abu Dhabi,Mayyas at The Bay,"Yas Bay,  Yas Island",0,1,0,0,2700000.0,0.0,1610.0178890876566,2.7
Villa - 5 Bedrooms - 5 Bathrooms for sale in Calida - Victory Heights - Dubai Sports City - Dubai,19000000.0,"Calida, Victory Heights, Dubai Sports City, Dubai",5.0,5.0,9192.0,haus & haus ,"Verified, SuperAgent",Villa,40000.0,4,Dubai,Calida,"Victory Heights,  Dubai Sports City",1,1,0,0,18960000.0,0.002105263157894737,2067.0147954743256,19.0
Townhouse - 3 Bedrooms - 4 Bathrooms for sale in Aldhay at Bloom Gardens - Bloom Gardens - Al Salam Street - Abu Dhabi,4100000.0,"Aldhay at Bloom Gardens, Bloom Gardens, Al Salam Street, Abu Dhabi",3.0,4.0,2127.0,Deals Experts Real Estate ,SuperAgent,Townhouse,0.0,4,Abu Dhabi,Aldhay at Bloom Gardens,"Bloom Gardens,  Al Salam Street",0,1,0,0,4100000.0,0.0,1927.597555242125,4.1
Villa - 4 Bedrooms - 4 Bathrooms for sale in Golf Links - EMAAR South - Dubai South (Dubai World Central) - Dubai,5850000.0,"Golf Links, EMAAR South, Dubai South (Dubai World Central), Dubai",4.0,4.0,4712.0,Treo Homes ,"Verified, SuperAgent",Villa,13000.0,4,Dubai,Golf Links,"EMAAR South,  Dubai South (Dubai World Central)",1,1,0,0,5837000.0,0.0022222222222222222,1241.5110356536502,5.85
Apartment - 1 Bedroom - 1 Bathroom for sale in Darb 4 - Al Mamsha - Muwaileh - Sharjah,600000.0,"Darb 4, Al Mamsha, Muwaileh, Sharjah",1.0,1.0,464.0,ELITE HOME REAL ESTATE L.L.C S.P ,SuperAgent,Apartment,0.0,4,Sharjah,Darb 4,"Al Mamsha,  Muwaileh",0,1,0,0,600000.0,0.0,1293.103448275862,0.6
Villa - 6 Bedrooms - 7 Bathrooms for sale in Terra Golf Collection - Jumeirah Golf Estates - Dubai,9000000.0,"Terra Golf Collection, Jumeirah Golf Estates, Dubai",6.0,7.0,2439.0,Banke International Properties - Al Furjan ,"Verified, SuperAgent",Villa,0.0,3,Dubai,Terra Golf Collection,Jumeirah Golf Estates,1,1,0,0,9000000.0,0.0,3690.036900369004,9.0
Apartment - 2 Bedrooms - 4 Bathrooms for sale in Yakout - Bab Al Bahar - Al Marjan Island - Ras Al Khaimah,2195000.0,"Yakout, Bab Al Bahar, Al Marjan Island, Ras Al Khaimah",2.0,4.0,1825.0,Jumaira Real Estate LLC - RAK ,SuperAgent,Apartment,0.0,4,Ras Al Khaimah,Yakout,"Bab Al Bahar,  Al Marjan Island",0,1,0,0,2195000.0,0.0,1202.7397260273972,2.19
Townhouse - 3 Bedrooms - 4 Bathrooms for sale in Marbella II Villas - Marbella - Mina Al Arab - Ras Al Khaimah,3200000.0,"Marbella II Villas, Marbella, Mina Al Arab, Ras Al Khaimah",3.0,4.0,2570.0,Jumaira Real Estate LLC - RAK ,SuperAgent,Townhouse,0.0,4,Ras Al Khaimah,Marbella II Villas,"Marbella,  Mina Al Arab",0,1,0,0,3200000.0,0.0,1245.136186770428,3.2
Apartment - 2 Bedrooms - 2 Bathrooms for sale in Travo Tower B - Travo - The Views - Dubai,3600000.0,"Travo Tower B, Travo, The Views, Dubai",2.0,2.0,1294.0,Strada ,"Verified, SuperAgent",Apartment,0.0,4,Dubai,Travo Tower B,"Travo,  The Views",1,1,0,0,3600000.0,0.0,2782.0710973724886,3.6
Apartment - Studio - 1 Bathroom for sale in Ajman One - Phase 2 - Ajman Downtown - Ajman,430000.0,"Ajman One - Phase 2, Ajman Downtown, Ajman",0.0,1.0,700.0,Infinity Properties L.L.C ,SuperAgent,Apartment,0.0,3,Ajman,Ajman One - Phase 2,Ajman Downtown,0,1,0,0,430000.0,0.0,614.2857142857143,0.43
Villa - 4 Bedrooms - 4 Bathrooms for sale in Reem Community - Arabian Ranches 2 - Dubai,5150000.0,"Reem Community, Arabian Ranches 2, Dubai",4.0,4.0,2844.0,Allsopp & Allsopp - Arabian Ranches Sales ,"Verified, SuperAgent",Villa,0.0,3,Dubai,Reem Community,Arabian Ranches 2,1,1,0,0,5150000.0,0.0,1810.829817158931,5.15
